"","redshift","u","g","r","i","z","spec_obj_ID","plate","MJD","class"
"7658",-0.54256,-0.75342,-0.97628,-1.15453,-1.21468,-1.25345,-1.5625,-1.56251,-1.96941,"GALAXY"
"7659",0.01923,0.07792,0.47409,0.2626,0.0402,0.12157,0.57206,0.57208,0.47573,"GALAXY"
"7660",-0.71347,-1.47662,-1.55709,-1.52128,-1.53721,-1.47997,-1.53711,-1.53711,-1.80905,"GALAXY"
"7661",-0.75819,-1.4799,-1.76422,-1.71599,-1.60945,-1.49033,-0.85729,-0.8573,-0.79329,"GALAXY"
"7662",-0.78953,-0.6044,-1.0066,-1.06347,0.4008,-0.89885,-1.28645,-1.28646,-1.56022,"STAR"
"7663",-0.19095,1.43679,0.60604,0.40485,0.26354,0.25409,0.33569,0.33566,0.35795,"GALAXY"
"7664",2.16683,-0.22671,0.14632,0.59681,0.90193,0.90252,1.09371,1.09371,1.01927,"QSO"
"7665",-0.03329,0.61272,0.53254,0.40164,0.24805,0.05575,-0.09211,-0.09214,0.06876,"GALAXY"
"7666",3.17273,0.81074,0.5679,0.88342,1.15621,0.96232,1.11773,1.11776,1.27473,"QSO"
"7667",-0.78948,-0.9853,-0.8291,-0.57905,-0.37955,-0.22903,-0.29364,-0.29368,-0.04294,"STAR"
"7668",-0.30765,0.58545,0.48522,-0.0401,-0.15902,-0.23959,-0.02673,-0.02677,0.34247,"GALAXY"
"7669",-0.78953,-1.10249,-1.01846,-0.8645,-0.70886,-0.5679,-0.66729,-0.66728,-0.42392,"STAR"
"7670",-0.78986,0.19256,0.4458,0.43147,0.54045,0.52061,0.77328,0.77328,0.64382,"STAR"
"7671",0.06254,1.65816,1.03714,0.91248,0.63682,0.43509,1.07071,1.07068,0.99605,"GALAXY"
"7672",-0.55102,-0.13438,-0.4131,-0.57015,-0.57729,-0.63571,0.8773,0.87727,1.41739,"GALAXY"
"7673",0.00121,0.24168,0.62289,0.34599,0.07209,-0.07112,0.31262,0.31263,0.26837,"GALAXY"
"7674",-0.20155,0.31911,0.34704,-0.00741,-0.17135,-0.25179,-1.42636,-1.42635,-1.75597,"GALAXY"
"7675",-0.05724,0.49255,0.50978,0.32926,0.22975,0.2005,0.30349,0.30348,0.26561,"GALAXY"
"7676",-0.14091,0.35405,0.9417,0.53791,0.42248,0.29964,0.42442,0.4244,0.36237,"GALAXY"
"7677",0.86354,-0.83985,-0.27986,-0.00551,0.30817,0.52796,0.51928,0.51924,0.44255,"QSO"
"7678",-0.42246,0.84707,0.66342,0.66133,0.95582,1.56555,-0.30892,-0.30892,-0.0739,"GALAXY"
"7679",-0.78903,-0.05987,-0.69777,-0.94482,-1.01676,-1.00285,-1.35827,-1.35827,-1.46899,"STAR"
"7680",0.37139,0.56483,1.53076,1.56951,1.06615,0.65892,1.72984,1.72982,1.45776,"GALAXY"
"7681",-0.7894,-0.25292,-0.40327,-0.1886,-0.01165,0.05594,0.27879,0.27876,0.28109,"STAR"
"7682",-0.28917,-0.01025,0.05488,-0.41549,-0.51038,-0.58458,0.35393,0.35395,0.33251,"GALAXY"
"7683",-0.19702,-0.13764,0.22035,-0.19974,-0.2909,-0.41157,-0.05421,-0.0542,0.25344,"GALAXY"
"7684",0.50486,-0.13513,0.38398,0.41314,0.03758,0.37613,1.44021,1.44022,1.38698,"GALAXY"
"7685",-0.16917,1.17127,0.36353,0.08175,-0.03574,-0.07239,0.09687,0.09686,0.20423,"GALAXY"
"7686",-0.78916,1.58028,0.45316,0.25103,0.03099,-0.09476,0.421,0.42102,0.41545,"STAR"
"7687",-0.67074,-1.26862,-1.29038,-1.18561,-1.13111,-1.06307,-1.62518,-1.62518,-2.15464,"GALAXY"
"7688",-0.78875,1.75289,0.8591,0.85693,0.54043,0.36302,-1.24816,-1.24818,-1.36946,"STAR"
"7689",-0.78961,1.71631,0.37125,0.64093,0.86391,1.03684,-0.08162,-0.08164,0.0682,"STAR"
"7690",-0.78929,0.87865,1.85079,1.63899,1.43119,0.48702,0.8881,0.88811,1.55508,"STAR"
"7691",2.1814,-0.1761,0.50465,1.01471,1.29957,1.25781,-0.27636,-0.2764,-0.04681,"QSO"
"7692",0.13556,1.75988,1.26304,0.87768,0.56038,0.47366,0.12094,0.12091,0.14838,"GALAXY"
"7693",-0.21176,0.26989,0.56389,0.29298,0.18878,0.13342,0.67271,0.67268,0.62889,"GALAXY"
"7694",-0.17041,0.32547,0.97192,1.38728,1.1822,1.73079,1.43514,1.43514,1.19456,"GALAXY"
"7695",-0.79045,0.17371,0.26422,0.6489,1.08791,1.30514,0.56123,0.56125,0.47517,"STAR"
"7696",-0.78875,1.30767,0.35459,0.40971,0.55257,0.66722,-1.42633,-1.42635,-1.75597,"STAR"
"7697",-0.1665,1.77703,0.85881,0.54726,0.42612,0.37312,-0.24964,-0.24964,-0.04404,"GALAXY"
"7698",-0.21836,1.84239,-0.05577,-0.46684,-0.55053,-0.62429,-1.02495,-1.02497,-1.17316,"GALAXY"
"7699",-0.53808,-0.38932,-0.84013,-1.05746,-1.07367,-1.08576,-1.30883,-1.30881,-1.43526,"GALAXY"
"7700",-0.01909,1.84043,1.15554,0.77171,0.46477,0.34241,0.25336,0.25335,0.24736,"GALAXY"
"7701",-0.62532,-0.70956,-1.21924,-1.36799,-1.36039,-1.36962,-1.45074,-1.45074,-1.77809,"GALAXY"
"7702",-0.78919,-0.91182,-0.74835,-0.44428,-0.20844,-0.02929,-0.10294,-0.10298,0.04996,"STAR"
"7703",-0.7893,-1.75096,-1.70605,-1.50566,-1.3261,-1.15813,1.80702,1.80705,1.42126,"STAR"
"7704",-0.78869,0.58778,0.24902,0.28886,0.38432,0.4746,-1.60555,-1.60553,-2.09824,"STAR"
"7705",-0.78955,-1.78422,-1.91019,-1.83765,-1.71569,-1.56864,-0.94842,-0.94842,-1.02221,"STAR"
"7706",3.6496,0.73355,0.74276,1.32703,1.8212,1.71898,0.9271,0.92706,0.93467,"QSO"
"7707",0.87811,-0.99521,-0.29206,0.00973,0.37285,0.62421,1.89345,1.89342,1.44228,"QSO"
"7708",-0.64485,-0.90906,-1.22943,-1.3606,-1.36406,-1.37119,-1.19841,-1.19839,-1.38218,"GALAXY"
"7709",-0.78905,3.15659,-0.28094,-0.27011,-0.67969,-0.95485,-0.00915,-0.00915,0.17935,"STAR"
"7710",-0.34764,-0.63615,-0.17043,0.08964,0.60172,0.58705,-0.40208,-0.40207,0.05051,"GALAXY"
"7711",-0.11372,-0.00176,0.81122,0.38059,0.24717,0.2991,0.57581,0.57581,0.47186,"GALAXY"
"7712",0.40822,-0.01469,0.66358,1.1088,1.60154,1.38789,0.88708,0.88709,1.5501,"QSO"
"7713",-0.0742,0.51014,0.63525,0.38234,0.24053,0.17141,-0.28078,-0.28081,-0.01308,"GALAXY"
"7714",1.64621,-0.14291,0.20936,0.70133,0.7971,0.76225,0.59071,0.59071,0.52604,"QSO"
"7715",-0.33314,-0.8239,-0.56079,-0.49192,-0.30348,-0.28072,-1.154,-1.15402,-1.15602,"GALAXY"
"7716",2.47281,0.37122,0.58392,1.05,1.4712,1.39316,-0.31398,-0.314,-0.07999,"QSO"
"7717",-0.7902,-0.22986,-0.21275,-0.07571,0.08135,0.12666,-0.95488,-0.95485,-0.53119,"STAR"
"7718",-0.69479,-1.79336,-2.1328,-2.24866,-2.25782,-2.24021,-1.38332,-1.38333,-1.72556,"GALAXY"
"7719",-0.78906,-1.17433,-1.49236,-1.55198,-1.52958,-1.45495,-0.95858,-0.95858,-1.0388,"STAR"
"7720",-0.78941,-1.5831,-1.64512,-1.53735,-1.39924,-1.24139,-0.95621,-0.95621,-1.03769,"STAR"
"7721",-0.78941,-1.38051,-1.28266,-1.04469,-0.83669,-0.67225,-0.27879,-0.27877,0.14728,"STAR"
"7722",-0.61045,-0.99601,-1.40553,-1.57712,-1.59868,-1.61508,-0.98333,-0.98331,-0.97631,"GALAXY"
"7723",-0.78975,0.23597,0.80302,0.6816,0.76067,0.68657,0.87455,0.87456,1.37869,"STAR"
"7724",0.38436,1.20212,0.79763,1.40433,1.29401,1.10616,1.51369,1.51372,1.3903,"GALAXY"
"7725",8.71986,0.75439,2.11783,0.68045,0.27488,0.61908,0.28621,0.28621,0.26837,"QSO"
"7726",1.74975,-0.36543,0.31996,0.87037,1.04387,1.17085,1.72645,1.72643,1.41795,"QSO"
"7727",-0.71824,-1.36567,-1.67503,-1.7581,-1.78673,-1.79831,-1.45751,-1.45751,-1.8096,"GALAXY"
"7728",-0.66706,-0.95011,-1.37597,-1.57365,-1.62258,-1.66806,0.334,0.33397,0.34744,"GALAXY"
"7729",-0.62722,-0.84551,-1.06739,-1.13139,-1.16873,-1.1987,-1.06053,-1.06053,-1.16819,"GALAXY"
"7730",-0.78919,-0.29363,-0.61447,-0.62594,-0.54006,-0.44611,1.25829,1.25833,1.02867,"STAR"
"7731",-0.67493,-2.25259,-2.33812,-2.34785,-2.38316,-2.32196,-1.53609,-1.53609,-1.94452,"GALAXY"
"7732",-0.78906,0.3102,0.47661,0.84196,1.01492,1.10203,0.27235,0.27232,0.33417,"STAR"
"7733",-0.62196,-1.04248,-1.33487,-1.46759,-1.45986,-1.47049,-1.07174,-1.07171,-1.19251,"GALAXY"
"7734",-0.63372,-1.23141,-0.81194,-0.42516,-0.3541,0.06092,-1.63396,-1.63398,-2.16515,"GALAXY"
"7735",-0.78899,0.06408,-0.00873,0.19269,0.4798,0.53266,-1.09947,-1.09949,-1.29979,"STAR"
"7736",-0.5436,-0.53295,-0.9066,-1.0794,-1.09054,-1.12361,-1.31083,-1.31085,-1.46899,"GALAXY"
"7737",0.18641,1.23473,0.74308,1.25252,1.36656,0.98486,1.29321,1.29321,1.02978,"GALAXY"
"7738",0.03352,0.66968,0.72936,0.45221,0.18682,0.1062,0.5155,0.51552,0.56309,"GALAXY"
"7739",-0.386,-1.27763,-1.54224,-1.48905,-1.45867,-1.0369,-1.53032,-1.53034,-1.95337,"GALAXY"
"7740",-0.16367,1.31761,0.74498,0.35802,0.17524,0.15969,-0.02642,-0.02643,0.33251,"GALAXY"
"7741",-0.78919,0.97263,0.84792,0.45956,0.187,-0.01674,-0.36003,-0.36007,0.04996,"STAR"
"7742",-0.38058,0.53118,-0.11988,-0.49157,-0.54093,-0.53963,0.4349,0.4349,0.37896,"GALAXY"
"7743",-0.78919,-0.21873,-0.70105,-1.0018,-1.349,-1.47913,-0.93757,-0.93758,-1.02608,"STAR"
"7744",2.42516,-0.46457,-0.07611,0.45279,0.76649,0.77892,0.08231,0.0823,0.21639,"QSO"
"7745",-0.51984,-0.55272,-0.9752,-1.25463,-1.28512,-1.30313,-1.05408,-1.0541,-1.19307,"GALAXY"
"7746",-0.78933,0.60517,0.93008,0.988,1.05337,0.84554,0.91587,0.91588,0.75828,"STAR"
"7747",-0.42011,-0.13416,-0.66849,-1.02482,-1.08671,-1.09765,-1.60725,-1.60722,-2.09879,"GALAXY"
"7748",0.02948,0.77047,1.07928,0.7827,0.47574,0.40286,-0.11722,-0.11721,0.16608,"GALAXY"
"7749",0.04034,1.53453,0.9622,0.63084,0.28559,0.09606,0.21948,0.21948,0.3762,"GALAXY"
"7750",-0.68537,-1.59792,-1.93595,-2.04041,-2.0387,-2.01097,-1.2675,-1.26749,-1.52815,"GALAXY"
"7751",-0.73366,-1.58371,-1.55599,-1.34517,-1.22473,-1.11252,-0.91998,-0.91997,-0.79384,"GALAXY"
"7752",-0.7889,-0.68979,-0.58072,-0.44792,-0.23058,0.00104,-0.81634,-0.81632,-0.64952,"STAR"
"7753",-0.78918,0.53232,-0.25047,-0.45934,-0.97217,-1.05078,-1.30478,-1.30475,-1.58455,"STAR"
"7754",0.04301,0.78155,0.74755,0.49272,0.25686,0.18673,0.65979,0.65981,0.57304,"GALAXY"
"7755",2.15329,-0.54575,-0.08316,0.34346,0.69148,0.71941,0.49111,0.49113,0.52439,"QSO"
"7756",0.98439,-1.00747,-0.47258,-0.12472,0.14862,0.33533,-1.50459,-1.50459,-1.87264,"QSO"
"7757",-0.78913,-1.83891,-2.23745,-2.30141,-2.27415,-2.15225,-0.77364,-0.77364,-0.63514,"STAR"
"7758",0.01573,1.15208,1.0999,0.8756,0.59033,0.46856,-0.05657,-0.05658,0.24902,"GALAXY"
"7759",0.16653,0.35866,1.10807,0.66478,0.23562,0.07591,0.22013,0.22016,0.3679,"GALAXY"
"7760",-0.20548,0.42694,0.52232,0.13608,0.00516,-0.06118,0.25301,0.25301,0.25289,"GALAXY"
"7761",0.06022,0.19631,0.77866,0.48242,0.20797,0.06471,-0.28689,-0.2869,-0.03409,"GALAXY"
"7762",2.286,-0.22623,0.07695,0.66457,0.93742,0.70086,1.14146,1.14147,1.26589,"QSO"
"7763",-0.12237,1.33998,0.83708,0.5537,0.34557,0.21145,-0.37697,-0.377,0.03171,"GALAXY"
"7764",0.04196,1.55019,0.78931,0.55971,0.29243,0.29182,-0.35629,-0.35634,-0.07556,"GALAXY"
"7765",-0.78747,0.33881,0.31314,0.66882,0.96718,1.1437,-0.73742,-0.7374,-0.56824,"STAR"
"7766",-0.78954,-1.59789,-1.68037,-1.53159,-1.38764,-1.2294,-1.34102,-1.34099,-1.52815,"STAR"
"7767",-0.63743,-0.42635,-0.52504,-0.55994,-0.48173,-0.50974,1.26168,1.26171,1.03531,"GALAXY"
"7768",-0.73595,-2.58913,-2.99545,-3.21043,-3.31901,-3.31149,-1.05849,-1.0585,-1.15879,"GALAXY"
"7769",-0.21366,1.7657,-0.12013,-0.61233,-0.76372,-0.83502,-1.20722,-1.2072,-1.30642,"GALAXY"
"7770",-0.78927,1.58176,1.14966,1.04987,0.63146,0.42897,0.8437,0.84374,0.76823,"STAR"
"7771",-0.22451,1.94465,0.17227,-0.26119,-0.34078,-0.31491,0.52739,0.52737,0.44089,"GALAXY"
"7772",0.00496,0.65382,0.6837,0.40809,0.12689,0.14707,0.50164,0.50163,0.44918,"GALAXY"
"7773",-0.78903,-1.84356,-1.98943,-1.93069,-1.82591,-1.674,-0.76111,-0.76111,-0.60473,"STAR"
"7774",-0.29195,0.15346,0.17005,-0.27367,-0.36889,-0.40555,0.39226,0.39223,0.52383,"GALAXY"
"7775",-0.79081,-1.22534,-1.23138,-0.84302,-0.57711,-0.36151,-0.97382,-0.97382,-0.53396,"STAR"
"7776",-0.0215,0.2644,0.77439,0.54592,0.21806,0.03566,0.38818,0.38816,0.35961,"GALAXY"
"7777",-0.14581,1.53727,0.94112,0.46798,0.32379,0.28456,-0.09722,-0.09722,0.18819,"GALAXY"
"7778",3.16508,0.15686,0.01256,0.44999,0.73182,1.03812,-0.31301,-0.31298,-0.07722,"QSO"
"7779",-0.52096,-0.32096,-0.3855,-0.4399,-0.4952,-0.37143,0.27232,0.27232,0.33417,"QSO"
"7780",0.70568,-0.17453,0.41234,0.78176,1.13603,1.44854,1.36505,1.36502,1.36873,"QSO"
"7781",-0.19174,1.61895,0.5114,0.14119,0.00381,-7e-04,-0.25034,-0.25032,0.19759,"GALAXY"
"7782",-0.68502,-0.73206,-0.72377,-0.51638,-0.38827,-0.32149,-1.2275,-1.22752,-1.02165,"GALAXY"
"7783",-0.29447,0.85057,0.12121,-0.30903,-0.33495,-0.41799,-0.51555,-0.51554,0.52826,"GALAXY"
"7784",-0.09086,-0.25712,0.13424,-0.21896,-0.38708,-0.47409,-1.44394,-1.44396,-1.79744,"GALAXY"
"7785",0.23229,0.7027,1.08773,1.26669,1.10522,1.07757,1.42258,1.4226,1.18073,"GALAXY"
"7786",-0.702,-1.93478,-1.88708,-1.69279,-1.62684,-1.49443,-1.05682,-1.05681,-1.16929,"GALAXY"
"7787",0.01817,0.13248,1.10973,0.8065,0.49422,0.30902,0.47184,0.47182,0.52439,"GALAXY"
"7788",-0.78889,0.36786,0.1509,0.29072,0.4611,0.62069,0.73365,0.73365,0.78759,"STAR"
"7789",-0.10554,1.79066,0.59878,0.20817,0.07526,-0.02265,-0.25984,-0.25981,-0.03022,"GALAXY"
"7790",-0.06466,1.71739,0.60525,0.63787,0.33731,0.44454,-0.40344,-0.40342,0.0389,"GALAXY"
"7791",1.79803,-0.43709,0.24539,0.7604,0.95753,1.09756,1.15301,1.15299,1.47545,"QSO"
"7792",-0.78898,-0.44439,-1.05834,-1.41361,-1.77968,-1.91795,-1.15233,-1.15233,-1.41203,"STAR"
"7793",-0.78072,0.04541,0.63146,1.14183,1.50875,2.4103,1.10453,1.10455,1.26146,"GALAXY"
"7794",1.88665,-0.39542,0.11946,0.56843,0.74187,0.85234,2.01497,2.01502,1.55508,"QSO"
"7795",-0.0199,1.78222,0.92471,0.61979,0.36074,0.21456,0.78179,0.78175,0.62557,"GALAXY"
"7796",1.54994,0.00285,0.47574,0.96335,1.14232,1.26982,1.14854,1.14858,1.27584,"QSO"
"7797",-0.69114,-1.38826,-1.28812,-1.09402,-1.02627,-0.88291,-0.88511,-0.88508,-0.56437,"GALAXY"
"7798",-0.13858,0.92095,0.58276,0.23448,0.10153,0.06757,-0.30651,-0.30655,-0.07833,"GALAXY"
"7799",-0.37466,1.37357,0.05141,-0.37991,-0.46096,-0.47871,-0.2175,-0.21747,-0.01253,"GALAXY"
"7800",-0.59575,-0.96014,-1.25022,-1.38027,-1.38863,-1.38985,-0.9183,-0.91827,-0.9918,"GALAXY"
"7801",-0.32522,-0.05252,-0.3652,-0.73064,-0.79446,-0.80743,-1.39657,-1.39654,-1.5934,"GALAXY"
"7802",-0.33819,1.32608,-0.01471,-0.37482,-0.44896,-0.50432,-0.35395,-0.35397,-0.06174,"GALAXY"
"7803",-0.07896,0.4427,0.95128,0.52982,0.2851,0.18349,0.09452,0.09449,0.22856,"GALAXY"
"7804",0.00942,1.75499,0.94095,0.52468,0.1548,0.03514,0.00069,0.00067,0.15336,"GALAXY"
"7805",-0.179,0.6897,0.23806,-0.19257,-0.29083,-0.35648,-0.44881,-0.44881,-0.04183,"GALAXY"
"7806",-0.28612,0.94688,0.18336,-0.26474,-0.34569,-0.44106,-0.2767,-0.27674,0.16884,"GALAXY"
"7807",-0.02051,2.21064,0.88681,0.52941,0.28966,0.26683,-0.47151,-0.4715,-0.1961,"GALAXY"
"7808",-0.12117,1.49633,0.5127,0.26259,0.05381,-0.02502,0.58833,0.58834,0.53157,"GALAXY"
"7809",0.30802,-0.17064,0.4442,0.90392,1.23425,1.09789,1.72408,1.72406,1.45721,"QSO"
"7810",0.01474,0.86431,0.38251,0.41815,0.35081,0.34171,-0.32384,-0.32382,0.05327,"GALAXY"
"7811",-0.59815,-0.8416,-1.08346,-1.15197,-1.16199,-1.1736,-1.17467,-1.17468,-1.19196,"GALAXY"
"7812",0.27727,-0.91542,-0.55282,-0.30064,-0.11095,-0.09199,1.36706,1.36705,1.3715,"QSO"
"7813",0.15162,0.22973,0.7141,0.69724,0.42876,0.2832,0.62457,0.62459,0.47241,"GALAXY"
"7814",-0.054,-0.07183,0.47268,0.27165,0.10988,-0.02703,-0.38039,-0.38039,0.02286,"GALAXY"
"7815",-0.53156,-0.47544,-0.88208,-1.14826,-1.17539,-1.19278,-1.02427,-1.02429,-1.17261,"GALAXY"
"7816",-0.12382,0.95098,0.67424,0.31414,0.10747,0.05279,-0.35905,-0.35905,-0.12588,"GALAXY"
"7817",-0.14591,0.34878,0.54389,0.08885,-0.12727,-0.22406,0.64525,0.64525,0.54429,"GALAXY"
"7818",2.24313,-1.11712,-0.82565,-0.43374,-0.1903,-0.13698,-0.45898,-0.45897,-0.19058,"QSO"
"7819",0.22651,-1.68275,-1.30053,-0.91565,-0.70187,-0.54536,-1.53679,-1.53677,-1.80905,"QSO"
"7820",2.46983,0.30651,0.73722,1.33631,1.663,1.41673,-0.44842,-0.44847,-0.03133,"QSO"
"7821",0.15101,-0.16848,0.52259,0.60914,0.36452,0.25302,0.05793,0.05791,0.21418,"GALAXY"
"7822",-0.7895,-1.18075,-1.65302,-1.83982,-1.87661,-1.84466,-0.83224,-0.83224,-0.80048,"STAR"
"7823",2.18747,0.20722,0.34085,0.90189,1.11816,0.92229,2.02181,2.0218,1.6159,"QSO"
"7824",-0.33636,0.03412,-0.14844,-0.55375,-0.5915,-0.61571,-1.64077,-1.64076,-2.1563,"GALAXY"
"7825",-0.44604,0.20939,0.39706,0.23421,0.27882,0.22658,1.26269,1.26273,1.01595,"GALAXY"
"7826",-0.69564,-1.09164,-1.42681,-1.56211,-1.58485,-1.60043,-1.10694,-1.10694,-1.25057,"GALAXY"
"7827",4.20418,0.97669,0.42917,0.34866,0.61963,0.71026,-1.10456,-1.10457,-0.62187,"QSO"
"7828",-0.78923,-0.06029,-0.58034,-0.92676,-1.44135,-1.66961,-0.80988,-0.80988,-0.75016,"STAR"
"7829",2.23611,-0.30431,0.2838,0.76662,1.0714,1.10558,1.09879,1.09879,1.06351,"QSO"
"7830",0.97843,-0.6458,0.00673,0.3515,0.60606,0.8117,0.77632,0.77633,0.63663,"QSO"
"7831",-0.02657,1.40842,0.45976,0.2132,0.01256,-0.09344,0.53757,0.53754,0.45748,"GALAXY"
"7832",-0.78898,-1.53931,-1.46635,-1.27915,-1.11455,-0.9501,1.02966,1.02969,0.9872,"STAR"
"7833",-0.31624,0.16861,-0.2452,-0.7297,-0.81653,-0.87391,-1.52494,-1.52492,-1.90416,"GALAXY"
"7834",-0.78903,0.67748,1.14434,0.98421,0.1881,-0.26665,-1.39995,-1.39993,-1.58455,"STAR"
"7835",0.2388,1.2733,1.03674,1.40932,1.35773,1.16227,1.45169,1.45173,1.38864,"GALAXY"
"7836",2.26586,-1.10678,-0.79099,-0.3536,-0.16196,-0.24993,0.85223,0.8522,0.9496,"QSO"
"7837",0.01993,1.8644,0.81629,0.6358,0.30929,0.1855,-0.0562,-0.05624,0.08756,"GALAXY"
"7838",-0.29981,0.27618,0.68895,0.96544,1.25755,1.46455,0.72888,0.72891,0.80196,"GALAXY"
"7839",0.02917,1.35173,1.05747,0.56425,0.26123,0.10459,0.49451,0.49452,0.39555,"GALAXY"
"7840",0.07718,1.90828,1.05431,1.04232,0.84526,0.62033,0.82882,0.82883,0.75662,"GALAXY"
"7841",-0.78922,-2.02133,-2.1316,-1.99697,-1.86247,-1.69401,-0.59953,-0.59954,-0.3266,"STAR"
"7842",-0.31482,0.62286,0.70805,0.46628,0.5057,0.41127,1.04936,1.04934,1.43896,"GALAXY"
"7843",0.04386,1.95281,0.95271,0.53718,0.28533,0.15796,0.08165,0.08162,0.23354,"GALAXY"
"7844",-0.69531,-1.17221,-1.25429,-1.22483,-1.18329,-1.13411,-1.30982,-1.30983,-1.43636,"GALAXY"
"7845",-0.61548,-1.36402,-1.72128,-1.90462,-1.92232,-1.91975,-1.32643,-1.32643,-1.56907,"GALAXY"
"7846",-0.09807,0.64955,0.80957,0.61392,0.44797,0.35245,0.05117,0.05114,0.1528,"GALAXY"
"7847",-0.78872,-0.6037,-0.50892,-0.28804,-0.09219,0.00536,0.19879,0.19882,0.42873,"STAR"
"7848",-0.70534,-2.01022,-2.36977,-2.4574,-2.45178,-2.39301,-1.17534,-1.17536,-1.19362,"GALAXY"
"7849",0.03273,0.67863,1.21208,0.53302,0.24906,0.28277,0.01488,0.01489,0.39223,"GALAXY"
"7850",-0.78975,0.27685,0.43456,0.92552,1.22985,1.02509,0.4911,0.49113,0.52439,"STAR"
"7851",-0.02324,1.21282,1.12721,0.78883,0.57702,0.38613,1.25661,1.25663,1.01761,"GALAXY"
"7852",-0.38439,0.54468,0.4312,0.33097,0.22665,0.2679,0.05693,0.0569,0.21861,"GALAXY"
"7853",1.86451,-0.13609,0.50246,1.14823,1.5012,1.63946,1.04698,1.04697,1.0143,"QSO"
"7854",0.60348,-0.72667,-0.33426,-0.1257,0.16369,0.26181,-0.25168,-0.25168,0.18543,"QSO"
"7855",-0.64381,-0.98894,-1.26703,-1.39198,-1.37839,-1.40344,-0.89459,-0.89456,-0.78002,"GALAXY"
"7856",-0.65023,-1.0891,-1.41761,-1.59897,-1.64268,-1.70622,0.5477,0.5477,0.45637,"GALAXY"
"7857",-0.26249,0.16267,0.4413,-0.05957,-0.1425,-0.28758,0.34311,0.34311,0.33085,"GALAXY"
"7858",-0.78919,1.14824,1.5025,1.35226,1.0619,0.69288,2.00929,2.00926,1.58549,"GALAXY"
"7859",-0.67154,-0.63482,-0.93329,-0.9816,-0.98469,-0.99432,-1.34201,-1.34201,-1.54695,"GALAXY"
"7860",-0.32904,0.27351,0.38196,-0.07229,-0.11944,-0.12062,-0.38342,-0.38344,-0.14579,"GALAXY"
"7861",-0.78953,-1.2996,-1.45018,-1.38729,-1.29412,-1.16472,-0.5975,-0.59751,-0.35867,"STAR"
"7862",-0.60322,-1.12294,-1.25918,-1.32815,-1.34845,-1.35578,-1.4548,-1.4548,-1.77643,"GALAXY"
"7863",0.21063,0.25027,0.56073,0.66885,0.54483,0.4084,0.50336,0.50332,0.43038,"GALAXY"
"7864",0.27573,-1.53879,-1.08538,-0.66701,-0.33497,-0.20265,-0.80076,-0.80074,-0.58372,"QSO"
"7865",-0.70346,-1.42694,-1.64883,-1.6701,-1.66345,-1.6505,-0.80142,-0.80142,-0.58704,"GALAXY"
"7866",-0.7891,1.09312,0.8871,0.60579,0.31142,0.07331,-1.5747,-1.57471,-2.03189,"STAR"
"7867",-0.7808,-3.17863,-3.47082,-3.52654,-3.55771,-3.46607,-1.29628,-1.29628,-1.41314,"GALAXY"
"7868",-0.78916,-1.78208,-2.01967,-1.99224,-1.98387,-1.73979,-1.0497,-1.0497,-1.25057,"STAR"
"7869",-0.79012,-1.73725,-1.78216,-1.68707,-1.58196,-1.43531,-0.57857,-0.57854,-0.33876,"STAR"
"7870",2.30321,-0.54051,-0.15882,0.3219,0.61325,0.65859,0.28827,0.28824,0.26726,"QSO"
"7871",2.16968,-0.23074,0.21451,0.74872,1.04267,1.1154,-0.49756,-0.49759,-0.06119,"QSO"
"7872",1.07764,-1.20788,-0.62459,-0.28963,-0.01553,0.19667,1.51708,1.51711,1.40799,"QSO"
"7873",0.22844,-1.79605,-1.42306,-1.01411,-0.67595,-0.54985,-1.11708,-1.1171,-1.17095,"QSO"
"7874",-0.54078,-0.61508,-0.48186,-0.42308,-0.42023,-0.40631,-1.39009,-1.39011,-1.52981,"GALAXY"
"7875",-0.10842,1.81939,0.41132,0.37181,0.21797,0.09308,0.09684,0.09686,0.20423,"GALAXY"
"7876",-0.5305,-0.40493,-0.86676,-1.10503,-1.13159,-1.14307,-1.19095,-1.19094,-1.21961,"GALAXY"
"7877",-0.78901,1.834,0.3462,0.49927,0.71009,0.81273,-0.21984,-0.21984,-0.00976,"STAR"
"7878",-0.09924,1.19047,0.97038,0.70328,0.49406,0.54069,0.25304,0.25301,0.25289,"GALAXY"
"7879",-0.7892,-1.56933,-1.71048,-1.65661,-1.56297,-1.44524,-0.87422,-0.87424,-0.87844,"STAR"
"7880",0.60149,-0.16422,0.39437,0.76715,1.25412,1.24279,1.26271,1.26273,1.01595,"QSO"
"7881",2.94457,-0.1956,0.02798,0.34689,0.58223,0.62207,0.21878,0.2188,0.23685,"QSO"
"7882",-0.78863,-0.62556,-0.41668,-0.05916,0.2122,0.32644,0.04976,0.04978,0.15336,"STAR"
"7883",-0.15348,1.19847,0.7409,0.37934,0.25057,0.11463,-0.296,-0.29605,-0.05787,"GALAXY"
"7884",-0.55209,-0.52714,-0.91802,-1.12581,-1.13407,-1.16373,-1.05852,-1.0585,-1.15879,"GALAXY"
"7885",-0.78916,1.12047,-0.11076,-0.14123,-0.33488,-0.00675,-0.20527,-0.20527,-0.01419,"STAR"
"7886",0.02263,1.13026,0.33413,0.11412,-0.03806,-0.07802,-0.40849,-0.4085,-0.13196,"GALAXY"
