"","u","g","z","redshift","MJD","cam_col","fieldbin","runbin","class"
"8456",-0.67622,-1.05999,-1.36883,-0.52076,-0.98074,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8457",1.67724,0.29168,-0.25078,-0.30282,-1.88591,"4","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8458",0.61319,0.86422,0.52515,-0.78939,1.27418,"5","(-1.18,-0.774]","(-0.831,-0.327]","STAR"
"8459",-0.5242,-0.32989,0.43884,-0.78885,-0.58151,"6","(0.58,5.4]","(-0.831,-0.327]","STAR"
"8460",-0.56851,-0.80739,-0.56341,-0.78943,-0.69431,"4","(-0.45,-0.06]","(0.8,1.9]","STAR"
"8461",-1.14222,-0.80735,-0.05013,2.44716,0.45582,"3","(0.58,5.4]","(-0.831,-0.327]","QSO"
"8462",-0.50987,-0.54733,0.16662,-0.79,-1.44632,"1","(-0.774,-0.45]","(-0.327,0.048]","STAR"
"8463",-0.70068,-0.94593,-1.04804,-0.49604,-1.76426,"6","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8464",0.64281,0.85651,0.11736,-0.06077,-0.03133,"3","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8465",1.41543,0.42514,-0.16358,-0.17402,0.44089,"4","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"8466",0.40352,0.51778,0.03137,-0.16661,-0.0269,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8467",0.96623,0.70556,0.13099,-0.05825,0.22801,"2","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8468",0.23027,0.346,-0.24265,-0.12023,0.36292,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"8469",-0.76488,-1.12352,-1.29291,-0.62986,-0.5887,"2","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"8470",0.05812,0.81248,1.42275,0.17373,1.36431,"3","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"8471",0.41042,0.85178,0.5048,0.08821,1.60153,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"8472",0.03387,0.22503,0.27911,0.37731,-1.46844,"6","(0.58,5.4]","(0.048,0.8]","QSO"
"8473",0.62772,0.78524,-0.06189,-0.78912,-0.61413,"3","(-1.18,-0.774]","(-0.831,-0.327]","STAR"
"8474",-0.73174,-1.00896,-1.06771,-0.65642,-0.5981,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8475",-1.97629,-1.79641,-0.65062,-0.79008,-0.93097,"4","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"8476",-0.21183,0.3289,0.29653,0.33661,1.38919,"6","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8477",-0.18136,-0.12778,0.17769,0.88688,0.78372,"2","(0.58,5.4]","(0.8,1.9]","QSO"
"8478",1.747,0.76605,0.25673,-0.04168,0.25068,"1","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"8479",0.21011,0.24273,0.27671,-0.34818,-2.01585,"6","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"8480",0.12563,0.31894,0.29059,0.07355,0.25344,"2","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"8481",-0.14018,0.1582,1.20554,2.49629,1.47048,"5","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"8482",-0.6902,-0.49495,0.27124,-0.78997,-0.56713,"6","(0.58,5.4]","(-0.831,-0.327]","STAR"
"8483",-1.29311,-1.32442,-1.10705,-0.66183,-1.6299,"5","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8484",0.30759,0.44163,-0.21881,-0.10653,0.42928,"5","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8485",-0.97574,-1.16878,-1.20563,-0.6032,-1.98765,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8486",-1.43857,-1.5277,-1.40545,-0.6711,-2.15354,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8487",0.53287,0.5874,0.01581,-0.1319,0.03447,"3","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8488",-0.11392,0.38431,1.37108,2.25364,0.02342,"3","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"8489",0.58788,1.07694,2.39363,0.44711,-1.13777,"3","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"8490",-0.14912,0.01785,0.82611,-0.79015,-1.46844,"4","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"8491",0.25205,0.82025,0.0302,0.00062,0.39887,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8492",1.31913,0.5257,0.01842,-0.06935,0.37896,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8493",-0.45036,-0.81789,-1.12012,-0.5166,0.13677,"6","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8494",0.33655,-0.31325,-0.71309,-0.41583,0.08147,"4","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8495",-0.01646,0.35943,-0.29869,-0.22159,0.36182,"3","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8496",-1.57628,-1.55498,-1.35782,-0.68878,-1.59285,"6","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8497",1.6152,0.75004,0.3919,-0.08002,0.9966,"6","(0.58,5.4]","(0.8,1.9]","QSO"
"8498",1.15598,0.68425,0.34751,-0.10354,0.27003,"4","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"8499",1.29223,1.7017,1.80274,-0.25995,1.41186,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8500",0.21594,0.63354,1.14362,0.93371,1.16746,"3","(-0.06,0.58]","(0.8,1.9]","QSO"
"8501",0.16044,0.7724,1.115,0.28594,1.37371,"1","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8502",-0.92023,-0.98982,-0.91296,-0.72151,-1.75818,"2","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"8503",0.64566,0.60609,0.06223,-0.07451,0.24625,"4","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"8504",-2.21247,-2.15859,-1.86285,-0.68539,-1.98765,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8505",-2.0031,-2.0818,-1.53908,-0.78911,-0.92987,"2","(-0.45,-0.06]","(0.048,0.8]","STAR"
"8506",0.86694,0.3395,-0.32027,-0.1904,0.38228,"5","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8507",0.60877,1.00841,1.90732,0.25821,1.1564,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8508",-1.00862,-1.26956,-1.32617,-0.61007,-1.77974,"4","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8509",-0.60659,-0.02977,0.95511,0.86359,0.78648,"4","(-0.45,-0.06]","(0.8,1.9]","QSO"
"8510",-0.21679,0.51678,1.23918,-0.07908,1.57001,"5","(-0.45,-0.06]","(0.8,1.9]","QSO"
"8511",0.24848,0.22913,-0.43749,-0.19598,0.36182,"1","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8512",-0.71192,-0.95955,-1.06331,-0.57021,-1.61441,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8513",1.89943,0.76148,0.18471,-0.78934,-0.04626,"3","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"8514",1.01534,0.54448,0.08374,-0.11488,0.00074,"6","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"8515",0.51669,-0.33316,0.47387,3.65691,-0.148,"5","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"8516",-2.57521,-2.5396,-2.3034,-0.78984,-1.11897,"5","(-0.45,-0.06]","(-0.831,-0.327]","STAR"
"8517",1.05003,0.57922,0.04308,-0.06881,0.33085,"4","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8518",-0.28983,-0.42247,-0.89042,-0.39633,-1.17371,"3","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8519",-0.56269,-0.95474,-1.01518,-0.63161,-1.97051,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8520",-0.09985,0.55561,-0.08756,-0.27219,0.15225,"3","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8521",1.76944,0.81395,0.483,-0.78922,1.09779,"1","(-1.18,-0.774]","(0.8,1.9]","STAR"
"8522",0.42941,0.79614,0.13269,-0.03506,0.08147,"3","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8523",1.66988,0.92806,0.36004,-0.16687,0.45969,"6","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8524",-0.01371,0.58597,1.20265,0.76411,0.59295,"1","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"8525",1.33321,1.15643,0.63339,-0.78907,0.41545,"5","(-0.06,0.58]","(0.8,1.9]","STAR"
"8526",-0.91796,-0.95821,-0.43092,-0.78969,-1.03935,"4","(-0.45,-0.06]","(0.048,0.8]","STAR"
"8527",-0.65344,-0.11598,0.70306,1.24174,0.75828,"6","(-0.774,-0.45]","(0.8,1.9]","QSO"
"8528",0.88477,0.8286,0.36974,-0.78914,0.7251,"6","(0.58,5.4]","(-0.327,0.048]","STAR"
"8529",-1.15677,-1.23006,-0.83014,-0.67649,-1.95337,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8530",0.44983,0.75816,0.32241,-0.07831,0.01899,"6","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"8531",-0.73482,-0.08948,0.8339,0.98029,-1.87375,"5","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"8532",-0.49889,-0.26426,0.56729,-0.78989,-0.78112,"3","(0.58,5.4]","(-0.327,0.048]","STAR"
"8533",-1.3239,-1.46356,-1.25726,-0.78959,-1.30034,"5","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"8534",-0.26679,0.23991,1.11043,1.47011,1.01208,"5","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"8535",-1.16814,-1.1355,-0.88813,-0.62518,-1.9036,"3","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8536",2.17465,1.30593,0.35078,0.2482,1.44338,"2","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8537",-2.12651,-2.06504,-1.58105,-0.78903,-0.59976,"2","(-0.774,-0.45]","(-0.327,0.048]","STAR"
"8538",1.33955,0.01678,-0.4553,-0.37732,0.37509,"4","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8539",1.40203,1.05434,0.53603,-0.30532,0.47241,"6","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"8540",1.17856,0.9211,0.14308,-0.12376,0.06986,"6","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"8541",1.83782,0.77814,0.16089,-0.0334,0.26284,"2","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"8542",1.25032,-0.06051,-0.70597,-0.12748,-2.08331,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8543",1.05761,0.32573,-0.25574,-0.31733,-1.90416,"2","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"8544",1.44109,1.00519,1.04165,0.27376,1.40523,"1","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"8545",-1.34303,-0.92934,-0.23876,0.74975,-0.59699,"4","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"8546",-1.56434,-1.46064,-1.04337,-0.78867,-0.35425,"4","(0.58,5.4]","(0.048,0.8]","STAR"
"8547",0.1037,0.79979,0.32744,-0.0339,-0.0269,"3","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8548",1.21836,1.05267,1.48047,0.95496,1.40965,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8549",-0.92056,-0.605,0.172,2.45883,-0.20993,"4","(0.58,5.4]","(0.048,0.8]","QSO"
"8550",-0.79815,-1.2777,-1.51768,-0.68506,0.25399,"5","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"8551",0.16104,0.71359,0.50272,-0.14829,0.47241,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8552",0.68601,0.70898,1.81683,2.27521,-0.14468,"5","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"8553",-1.10495,-1.2439,-1.37333,-0.61433,-0.59865,"3","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"8554",-0.04504,-0.66372,-1.36689,-0.78899,-1.38494,"1","(-1.18,-0.774]","(0.048,0.8]","STAR"
"8555",0.10326,0.29652,1.09593,-0.78928,0.21971,"6","(0.58,5.4]","(-0.831,-0.327]","STAR"
"8556",-0.18101,0.41846,1.20378,0.28778,1.47545,"4","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"8557",-1.74341,-1.65641,-1.13372,-0.78946,1.24819,"4","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"8558",1.37268,0.64268,0.0736,-0.16271,0.34247,"2","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8559",-0.26362,0.43616,1.41922,-0.79389,0.77487,"6","(-1.18,-0.774]","(-0.831,-0.327]","STAR"
"8560",0.03153,0.42002,0.0562,0.0808,0.75607,"3","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8561",-1.83653,-1.86093,-1.55576,-0.78929,-0.65671,"6","(-0.45,-0.06]","(0.8,1.9]","STAR"
"8562",0.19482,0.02432,-0.41448,-0.35753,0.62557,"6","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"8563",-2.24297,-2.53041,-2.71611,-0.75674,-1.96996,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8564",-0.83139,-0.29587,0.55765,1.41419,0.83791,"3","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"8565",-0.14277,0.50241,1.14695,1.01036,1.47214,"6","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"8566",-1.26049,-1.29054,-0.94223,-0.78918,-0.39406,"2","(-0.45,-0.06]","(0.048,0.8]","STAR"
"8567",1.12342,0.61984,1.54163,-0.49612,-0.19223,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8568",-2.36165,-2.48803,-2.28845,-0.78924,-0.63514,"6","(-0.06,0.58]","(0.048,0.8]","STAR"
"8569",-1.89099,-1.90715,-1.54937,-0.7522,-1.80407,"2","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"8570",0.90141,0.43162,-0.0493,-0.78932,0.34136,"4","(-0.774,-0.45]","(0.8,1.9]","STAR"
"8571",0.91845,0.68403,0.06673,0.0199,0.42928,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8572",-0.88914,-0.8121,-0.16969,-0.78933,-0.40954,"4","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"8573",-1.19989,-1.35996,-1.38825,-0.6017,-1.25721,"6","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8574",0.0957,0.36377,0.03398,-0.78923,0.06599,"3","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"8575",1.42392,0.09279,-0.42834,-0.28019,-1.3678,"4","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"8576",1.13013,0.68175,0.08257,-0.00675,-0.03354,"5","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8577",0.1499,0.72762,0.10297,-0.02634,0.47794,"2","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8578",-0.00709,1.16003,1.57041,0.5273,1.40523,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8579",-1.56554,-0.96352,0.59114,2.66688,1.06406,"2","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"8580",0.62346,0.19986,-0.42063,-0.18345,-0.02801,"5","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8581",-0.73551,-0.09894,0.88421,1.09349,1.4279,"4","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"8582",-0.31687,0.32306,1.22859,0.80599,1.57111,"4","(-0.06,0.58]","(0.8,1.9]","QSO"
"8583",-2.08636,-2.17688,-1.77232,-0.78933,-0.40954,"5","(-0.06,0.58]","(0.8,1.9]","STAR"
"8584",-0.76987,-0.92929,-1.0537,-0.66246,-1.87098,"2","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"8585",-0.68471,-0.19208,0.14617,-0.78868,-0.59976,"4","(-0.06,0.58]","(-0.327,0.048]","STAR"
"8586",0.11842,1.25365,1.42221,0.37253,1.37205,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8587",-0.08153,-0.03106,-0.01559,-0.61661,0.64106,"6","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8588",-0.17755,-0.08579,-0.60363,-0.78941,0.47462,"4","(0.58,5.4]","(-2.23,-0.831]","STAR"
"8589",-1.08548,-1.18054,-0.94456,-0.68828,-0.99677,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8590",-0.89564,-1.20268,-1.39763,-0.60437,-1.98931,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8591",0.19499,0.86033,0.8921,0.31895,1.23216,"5","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8592",0.67343,0.9256,0.1012,0.01961,0.55424,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"8593",-0.73264,-0.88669,-0.59967,-0.78971,-0.58151,"3","(0.58,5.4]","(-0.831,-0.327]","STAR"
"8594",0.9826,0.99888,0.41668,-0.05168,0.42264,"4","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8595",-0.61607,-0.39882,0.48681,2.505,1.48485,"2","(0.58,5.4]","(-0.327,0.048]","QSO"
"8596",-0.32163,-0.71354,-1.07359,-0.42779,-1.38494,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8597",0.00021,-0.40101,-0.39055,-0.62303,1.09779,"4","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"8598",-0.15903,0.4547,0.25685,0.19203,0.05493,"6","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"8599",-1.85736,-2.08068,-1.84101,-0.78906,-1.28154,"3","(0.58,5.4]","(-2.23,-0.831]","STAR"
"8600",-0.21966,0.2702,1.32534,2.14971,0.44918,"2","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"8601",-2.25859,-2.32211,-2.25825,-0.78897,-0.79439,"5","(-0.774,-0.45]","(-0.831,-0.327]","STAR"
"8602",0.76636,0.25492,0.24872,-0.78969,-0.94258,"6","(0.58,5.4]","(-0.831,-0.327]","STAR"
"8603",0.2824,0.55074,1.16365,-0.73285,-0.20716,"5","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8604",0.92421,0.19494,-0.26014,-0.28986,0.34412,"4","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"8605",-0.04469,0.38189,1.69413,-0.76216,1.57443,"5","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8606",-0.28627,-0.48326,-0.91604,-0.41292,-1.72556,"3","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"8607",-0.80064,-1.11,-1.35464,-0.54841,-1.81126,"5","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"8608",0.04643,0.41948,1.17186,-0.78902,-0.17454,"5","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"8609",0.81355,-0.04441,-0.5763,-0.36291,0.62557,"2","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"8610",-0.90242,-0.69198,-0.00271,-0.78862,0.57913,"6","(-0.06,0.58]","(-2.23,-0.831]","STAR"
"8611",0.48709,1.04494,0.53225,0.03823,0.31814,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8612",0.54561,0.4998,0.00115,-0.05435,0.25344,"5","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"8613",-0.13413,0.65195,2.08107,0.77942,1.06738,"5","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"8614",0.84686,0.62934,0.40812,-0.05926,0.49397,"3","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8615",0.42511,1.44322,0.47512,-0.78934,0.40716,"3","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"8616",-1.45001,-1.33766,-0.70177,-0.7886,1.44006,"1","(-1.18,-0.774]","(-0.831,-0.327]","STAR"
"8617",-1.66285,-1.87266,-1.91294,-0.7001,-1.12229,"4","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"8618",-0.70073,-0.28098,0.6916,1.78141,0.03779,"3","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"8619",-0.29525,0.46785,1.48618,1.58525,1.60153,"5","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"8620",-2.04464,-2.08715,-1.58961,-0.78909,-1.0388,"3","(-1.18,-0.774]","(0.048,0.8]","STAR"
"8621",-0.78165,-0.66838,-0.00464,-0.78947,0.37841,"2","(-1.18,-0.774]","(0.8,1.9]","STAR"
"8622",-2.10856,-2.34262,-2.10557,-0.78941,-0.78002,"3","(0.58,5.4]","(-0.327,0.048]","STAR"
"8623",-0.14347,0.15353,0.19119,-0.53545,-0.12477,"3","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"8624",-0.21337,0.08857,0.68528,-0.79068,-0.14192,"1","(-0.06,0.58]","(-0.327,0.048]","STAR"
"8625",-0.85569,-1.05838,-1.00846,-0.71455,-1.56797,"4","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"8626",1.73569,0.31674,-0.26493,-0.27918,0.62392,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"8627",-0.2437,-0.15911,-0.75571,-0.30246,-0.57156,"2","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"8628",0.72989,0.3477,-0.27669,-0.16689,-1.87319,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8629",-0.9438,-0.79598,-0.16043,-0.78872,0.37343,"2","(0.58,5.4]","(0.8,1.9]","STAR"
"8630",0.40941,0.62496,0.09759,-0.36948,0.2175,"3","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"8631",0.08018,0.42682,1.63128,2.52456,0.23464,"2","(-0.06,0.58]","(-0.327,0.048]","QSO"
"8632",1.21342,2.03336,2.18347,-0.78493,1.29298,"4","(-0.774,-0.45]","(-0.327,0.048]","STAR"
"8633",-0.34395,0.15255,1.12513,1.21288,0.42983,"3","(0.58,5.4]","(-0.327,0.048]","QSO"
"8634",1.16119,0.60744,0.11401,0.03543,0.13511,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8635",0.45074,0.40366,-0.01852,-0.10489,0.45582,"2","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"8636",1.60922,0.60079,0.01915,-0.04552,0.5277,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"8637",-0.17006,-0.47469,-0.42816,-0.63468,1.03531,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8638",-0.87829,-1.20305,-1.39614,-0.65527,-2.02636,"5","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"8639",0.44554,0.19735,0.8502,-0.7895,-0.05787,"3","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"8640",-0.27922,-0.41918,-0.15804,0.37699,1.38864,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8641",-0.25249,0.3048,0.81407,-0.37435,1.42292,"1","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8642",-0.57961,-0.74732,-0.02698,-0.78963,0.16829,"5","(-0.06,0.58]","(-2.23,-0.831]","STAR"
"8643",-0.35349,0.12439,0.87913,2.16994,0.06876,"1","(0.58,5.4]","(-0.327,0.048]","QSO"
"8644",-1.27127,-1.60998,-1.77115,-0.67825,-0.03188,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8645",-1.20771,-1.07656,-0.48781,-0.78901,0.07318,"3","(-0.774,-0.45]","(0.048,0.8]","STAR"
"8646",-0.97361,-1.0609,-1.26983,-0.49936,-1.78085,"2","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"8647",1.79203,0.82646,0.41931,-0.00179,-0.19058,"2","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"8648",0.74698,1.12958,0.52348,-0.05702,0.16331,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8649",-0.22969,0.45542,1.3632,1.84062,1.37648,"1","(-0.45,-0.06]","(0.8,1.9]","QSO"
"8650",-1.559,-1.65942,-1.66706,-0.71119,-0.94148,"4","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"8651",1.73496,1.02234,0.18911,0.04041,0.19759,"1","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"8652",-0.01604,0.40198,1.15632,1.96407,0.0682,"4","(0.58,5.4]","(-0.831,-0.327]","QSO"
"8653",1.40711,1.68092,0.6024,0.09387,1.45499,"4","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8654",0.51324,0.89686,0.25344,-0.19918,-0.20938,"5","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"8655",0.09624,0.37318,0.01299,-0.15268,-0.02801,"2","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"8656",-0.16536,0.72349,-0.05399,-0.79007,-0.07833,"6","(0.58,5.4]","(-0.327,0.048]","STAR"
"8657",-1.89922,-2.04459,-2.00253,-0.75096,-1.85992,"1","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8658",1.49518,0.5264,1.01611,-0.78956,-0.14579,"1","(-0.774,-0.45]","(0.048,0.8]","STAR"
"8659",0.73454,0.98424,0.36068,-0.08975,-0.12699,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8660",-0.4209,0.14606,1.01862,2.10465,1.2786,"4","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"8661",-1.77075,-1.84249,-1.54857,-0.75316,-1.21629,"1","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"8662",-1.47937,-0.9219,-0.21134,1.80794,1.37205,"2","(-0.06,0.58]","(0.8,1.9]","QSO"
"8663",-1.0996,-1.46048,-1.61782,-0.64594,-1.5923,"5","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8664",0.9,0.34939,-0.29403,-0.27432,0.0306,"2","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"8665",1.40159,1.2901,0.44015,-0.01654,0.75607,"5","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8666",-0.04966,0.87462,1.54668,0.13012,0.80362,"2","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"8667",-1.96089,-2.34788,-2.17554,-0.78919,-0.58759,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8668",0.28926,0.73054,0.95437,0.21519,1.2128,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8669",-0.85212,-0.28399,0.42979,0.95865,1.14203,"3","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"8670",-1.41069,-0.91229,-0.24782,-0.463,-1.81126,"6","(-0.06,0.58]","(-2.23,-0.831]","QSO"
"8671",-2.36179,-2.3913,-1.92693,-0.7893,-1.36448,"4","(0.58,5.4]","(-0.327,0.048]","STAR"
"8672",0.8492,0.68928,0.26661,-0.15412,0.24404,"5","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"8673",1.04534,1.18638,0.69251,0.15047,1.40689,"6","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8674",0.83271,0.77198,0.08273,-0.12978,0.24736,"3","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8675",-1.25754,-1.17416,-0.70992,-0.70354,-1.94065,"4","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"8676",0.96969,1.16771,0.63136,-0.78918,1.42292,"3","(-0.45,-0.06]","(-0.831,-0.327]","STAR"
